	g1_01_R1	g1_01_R2	g1_02_R1	g1_02_R2	g1_03_R1	g1_03_R2	g3_01_R1	g3_01_R2	g3_02_R1	g3_02_R2	g3_03_R1	g3_03_R2
Asator	156.843479442594	139.183966051967	156.052101016378	160.596316398501	129.620629060203	160.586386773117	135.395879037516	164.96099476942	124.121994701756	124.636800474899	116.446580771834	133.14598890935
Asciz	0	0	0	0	0	0	0	0	0	0	0	0
Ask1	0	0	0	0	0	0	0	0	0	0	0	0
AsnRS	0	0	0	0	0	0	0	0	0	0	0	0
AsnRS-m	0	0	0	0	0	0	0	0	0	0	0	0
AsnS	0	0	0	0	0	0	0	0	0	0	0	0
AspRS	0	0	0	0	0	0	0	0	0	0	0	0
AspRS-m	0	0	0	0	0	0	0	0	0	0	0	0
Asph	0	0	0	0	0	0	0	0	0	0	0	0
Ass	0	0	0	0	0	0	0	0	0	0	0	0
AstA	0	0	0	0	0	0	0	0	0	0	0	0
AstA-R1	0	0	0	0	0	0	0	0	0	0	0	0
AstA-R2	0	0	0	0	0	0	0	0	0	0	0	0
AstC	0	0	0	0	0	0	0	0	0	0	0	0
AstC-R1	0	0	0	0	0	0	0	0	0	0	0	0
AstC-R2	0	0	0	0	0	0	0	0	0	0	0	0
AstCC	0	0	0	0	0	0	0	0	0	0	0	0
Asx	0	0	0	0	0	0	0	0	0	0	0	0
Atac1	0	0	0	0	0	0	0	0	0	0	0	0
Atac2	0	0	0	0	0	0	0	0	0	0	0	0
Atac3	0	0	0	0	0	0	0	0	0	0	0	0
Ate1	0	0	0	0	0	0	0	0	0	0	0	0
Atet	0	0	0	0	0	0	0	0	0	0	0	0
Atf-2	0	0	0	0	0	0	0	0	0	0	0	0
Atf3	0	0	0	0	0	0	0	0	0	0	0	0
Atf6	0	0	0	0	0	0	0	0	0	0	0	0
Atg1	0	0	0	0	0	0	0	0	0	0	0	0
Atg10	0	0	0	0	0	0	0	0	0	0	0	0
Atg101	0	0	0	0	0	0	0	0	0	0	0	0
Atg12	0	0	0	0	0	0	0	0	0	0	0	0
Atg13	0	0	0	0	0	0	0	0	0	0	0	0
Atg14	0	0	0	0	0	0	0	0	0	0	0	0
Atg16	0	0	0	0	0	0	0	0	0	0	0	0
Atg17	0	0	0	0	0	0	0	0	0	0	0	0
Atg18a	0	0	0	0	0	0	0	0	0	0	0	0
Atg18b	0	0	0	0	0	0	0	0	0	0	0	0
Atg2	0	0	0	0	0	0	0	0	0	0	0	0
Atg3	0	0	0	0	0	0	0	0	0	0	0	0
Atg4a	0	0	0	0	0	0	0	0	0	0	0	0
Atg4b	0	0	0	0	0	0	0	0	0	0	0	0
Atg5	0	0	0	0	0	0	0	0	0	0	0	0
Atg6	0	0	0	0	0	0	0	0	0	0	0	0
Atg7	0	0	0	0	0	0	0	0	0	0	0	0
Atg8a	0	0	0	0	0	0	0	0	0	0	0	0
Atg8b	0	0	0	0	0	0	0	0	0	0	0	0
Atg9	0	0	0	0	0	0	0	0	0	0	0	0
Atox1	0	0	0	0	0	0	0	0	0	0	0	0
Atpalpha	0	0	0	0	0	0	0	0	0	0	0	0
AttA	0	0	0	0	0	0	0	0	0	0	0	0
AttB	0	0	0	0	0	0	0	0	0	0	0	0
AttC	0	0	0	0	0	0	0	0	0	0	0	0
AttD	0	0	0	0	0	0	0	0	0	0	0	0
Atu	0	0	0	0	0	0	0	0	0	0	0	0
Atx-1	0	0	0	0	0	0	0	0	0	0	0	0
Atx2	0	0	0	0	0	0	0	0	0	0	0	0
Atxn7	0	0	0	0	0	0	0	0	0	0	0	0
Aven	0	0	0	0	0	0	0	0	0	0	0	0
Awh	0	0	0	0	0	0	0	0	0	0	0	0
Axn	0	0	0	0	0	0	0	0	0	0	0	0
Axs	0	0	0	0	0	0	0	0	0	0	0	0
Axud1	0	0	0	0	0	0	0	0	0	0	0	0
B-H1	0	0	0	0	0	0	0	0	0	0	0	0
B-H2	0	0	0	0	0	0	0	0	0	0	0	0
B4	0	0	0	0	0	0	0	0	0	0	0	0
B52	0	0	0	0	0	0	0	0	0	0	0	0
B9d1	0	0	0	0	0	0	0	0	0	0	0	0
B9d2	0	0	0	0	0	0	0	0	0	0	0	0
BBIP1	0	0	0	0	0	0	0	0	0	0	0	0
BBS1	0	0	0	0	0	0	0	0	0	0	0	0
BBS4	0	0	0	0	0	0	0	0	0	0	0	0
BBS5	0	0	0	0	0	0	0	0	0	0	0	0
BBS8	0	0	0	0	0	0	0	0	0	0	0	0
BBS9	0	0	0	0	0	0	0	0	0	0	0	0
BCAS2	0	0	0	0	0	0	0	0	0	0	0	0
BCL7-like	0	0	0	0	0	0	0	0	0	0	0	0
BEAF-32	0	0	0	0	0	0	0	0	0	0	0	0
BG642163	0	0	0	0	0	0	0	0	0	0	0	0
BG642167	0	0	0	0	0	0	0	0	0	0	0	0
BG642312	0	0	0	0	0	0	0	0	0	0	0	0
BHD	0	0	0	0	0	0	0	0	0	0	0	0
BI-1	0	0	0	0	0	0	0	0	0	0	0	0
BOD1	0	0	0	0	0	0	0	0	0	0	0	0
BRWD3	0	0	0	0	0	0	0	0	0	0	0	0
BTBD9	0	0	0	0	0	0	0	0	0	0	0	0
Bacc	0	0	0	0	0	0	0	0	0	0	0	0
Bace	0	0	0	0	0	0	0	0	0	0	0	0
Balat	0	0	0	0	0	0	0	0	0	0	0	0
Baldspot	0	0	0	0	0	0	0	0	0	0	0	0
Bap111	0	0	0	0	0	0	0	0	0	0	0	0
Bap170	0	0	0	0	0	0	0	0	0	0	0	0
Bap55	0	0	0	0	0	0	0	0	0	0	0	0
Bap60	0	0	0	0	0	0	0	0	0	0	0	0
Bdbt	0	0	0	0	0	0	0	0	0	0	0	0
Bdp1	0	0	0	0	0	0	0	0	0	0	0	0
Bem46	0	0	0	0	0	0	0	0	0	0	0	0
Best1	0	0	0	0	0	0	0	0	0	0	0	0
Best2	0	0	0	0	0	0	0	0	0	0	0	0
Best3	0	0	0	0	0	0	0	0	0	0	0	0
Best4	0	0	0	0	0	0	0	0	0	0	0	0
Bet1	0	0	0	0	0	0	0	0	0	0	0	0
Bet3	0	0	0	0	0	0	0	0	0	0	0	0
Bet5	0	0	0	0	0	0	0	0	0	0	0	0
Bgb	0	0	0	0	0	0	0	0	0	0	0	0
BicC	0	0	0	0	0	0	0	0	0	0	0	0
BicD	0	0	0	0	0	0	0	0	0	0	0	0
BigH1	0	0	0	0	0	0	0	0	0	0	0	0
Bili	0	0	0	0	0	0	0	0	0	0	0	0
Bin1	0	0	0	0	0	0	0	0	0	0	0	0
Bka	0	0	0	0	0	0	0	0	0	0	0	0
Blimp-1	0	0	0	0	0	0	0	0	0	0	0	0
Blm	0	0	0	0	0	0	0	0	0	0	0	0
Blos1	0	0	0	0	0	0	0	0	0	0	0	0
Blos2	0	0	0	0	0	0	0	0	0	0	0	0
Blos3	0	0	0	0	0	0	0	0	0	0	0	0
Blos4	0	0	0	0	0	0	0	0	0	0	0	0
Bmcp	0	0	0	0	0	0	0	0	0	0	0	0
BoYb	0	0	0	0	0	0	0	0	0	0	0	0
BobA	0	0	0	0	0	0	0	0	0	0	0	0
Br140	0	0	0	0	0	0	0	0	0	0	0	0
Brca2	0	0	0	0	0	0	0	0	0	0	0	0
Brd	0	0	0	0	0	0	0	0	0	0	0	0
Brd8	0	0	0	0	0	0	0	0	0	0	0	0
Bre1	0	0	0	0	0	0	0	0	0	0	0	0
Brf	0	0	0	0	0	0	0	0	0	0	0	0
Brms1	0	0	0	0	0	0	0	0	0	0	0	0
Bro	0	0	0	0	0	0	0	0	0	0	0	0
Bruce	0	0	0	0	0	0	0	0	0	0	0	0
Bsg	0	0	0	0	0	0	0	0	0	0	0	0
Bsg25A	0	0	0	0	0	0	0	0	0	0	0	0
Bsg25D	0	0	0	0	0	0	0	0	0	0	0	0
BtbVII	0	0	0	0	0	0	0	0	0	0	0	0
BthD	0	0	0	0	0	0	0	0	0	0	0	0
Btk29A	0	0	0	0	0	0	0	0	0	0	0	0
Btnd	0	0	0	0	0	0	0	0	0	0	0	0
BuGZ	0	0	0	0	0	0	0	0	0	0	0	0
Bub1	0	0	0	0	0	0	0	0	0	0	0	0
Bub3	0	0	0	0	0	0	0	0	0	0	0	0
BubR1	0	0	0	0	0	0	0	0	0	0	0	0
Buffy	0	0	0	0	0	0	0	0	0	0	0	0
Bug22	0	0	0	0	0	0	0	0	0	0	0	0
Burs	0	0	0	0	0	0	0	0	0	0	0	0
Bx	0	0	0	0	0	0	0	0	0	0	0	0
Bx42	0	0	0	0	0	0	0	0	0	0	0	0
C15	0	0	0	0	0	0	0	0	0	0	0	0
C1GalTA	0	0	0	0	0	0	0	0	0	0	0	0
C3G	0	0	0	0	0	0	0	0	0	0	0	0
C901	0	0	0	0	0	0	0	0	0	0	0	0
CAH1	0	0	0	0	0	0	0	0	0	0	0	0
CAH13	0	0	0	0	0	0	0	0	0	0	0	0
CAH14	0	0	0	0	0	0	0	0	0	0	0	0
CAH15	0	0	0	0	0	0	0	0	0	0	0	0
CAH16	0	0	0	0	0	0	0	0	0	0	0	0
CAH2	0	0	0	0	0	0	0	0	0	0	0	0
CAH3	0	0	0	0	0	0	0	0	0	0	0	0
CAH4	0	0	0	0	0	0	0	0	0	0	0	0
CAH5	0	0	0	0	0	0	0	0	0	0	0	0
CAH6	0	0	0	0	0	0	0	0	0	0	0	0
CAH7	0	0	0	0	0	0	0	0	0	0	0	0
CAH8	0	0	0	0	0	0	0	0	0	0	0	0
CAH9	0	0	0	0	0	0	0	0	0	0	0	0
CAHbeta	0	0	0	0	0	0	0	0	0	0	0	0
CAP	0	0	0	0	0	0	0	0	0	0	0	0
CARPA	0	0	0	0	0	0	0	0	0	0	0	0
CARPB	0	0	0	0	0	0	0	0	0	0	0	0
CASK	0	0	0	0	0	0	0	0	0	0	0	0
CBP	0	0	0	0	0	0	0	0	0	0	0	0
CCAP	0	0	0	0	0	0	0	0	0	0	0	0
CCAP-R	0	0	0	0	0	0	0	0	0	0	0	0
CCDC151	0	0	0	0	0	0	0	0	0	0	0	0
CCDC53	0	0	0	0	0	0	0	0	0	0	0	0
CCHa1	0	0	0	0	0	0	0	0	0	0	0	0
CCHa1-R	0	0	0	0	0	0	0	0	0	0	0	0
CCHa2	0	0	0	0	0	0	0	0	0	0	0	0
CCHa2-R	0	0	0	0	0	0	0	0	0	0	0	0
CCKLR-17D1	0	0	0	0	0	0	0	0	0	0	0	0
CCKLR-17D3	0	0	0	0	0	0	0	0	0	0	0	0
CCT1	0	0	0	0	0	0	0	0	0	0	0	0
CCT2	0	0	0	0	0	0	0	0	0	0	0	0
CCT3	0	0	0	0	0	0	0	0	0	0	0	0
CCT4	0	0	0	0	0	0	0	0	0	0	0	0
CCT5	0	0	0	0	0	0	0	0	0	0	0	0
CCT6	0	0	0	0	0	0	0	0	0	0	0	0
CCT7	0	0	0	0	0	0	0	0	0	0	0	0
CCT8	0	0	0	0	0	0	0	0	0	0	0	0
CCY	0	0	0	0	0	0	0	0	0	0	0	0
CD98hc	0	0	0	0	0	0	0	0	0	0	0	0
CDC45L	0	0	0	0	0	0	0	0	0	0	0	0
CDC50	0	0	0	0	0	0	0	0	0	0	0	0
CDK2AP1	0	0	0	0	0	0	0	0	0	0	0	0
CDase	0	0	0	0	0	0	0	0	0	0	0	0
CG10000	0	0	0	0	0	0	0	0	0	0	0	0
CG10005	0	0	0	0	0	0	0	0	0	0	0	0
CG10011	0	0	0	0	0	0	0	0	0	0	0	0
CG10013	0	0	0	0	0	0	0	0	0	0	0	0
CG10014	0	0	0	0	0	0	0	0	0	0	0	0
CG10019	0	0	0	0	0	0	0	0	0	0	0	0
CG10026	0	0	0	0	0	0	0	0	0	0	0	0
CG10029	0	0	0	0	0	0	0	0	0	0	0	0
CG10031	0	0	0	0	0	0	0	0	0	0	0	0
CG10035	0	0	0	0	0	0	0	0	0	0	0	0
CG10038	0	0	0	0	0	0	0	0	0	0	0	0
CG10041	0	0	0	0	0	0	0	0	0	0	0	0
CG10050	0	0	0	0	0	0	0	0	0	0	0	0
CG10051	0	0	0	0	0	0	0	0	0	0	0	0
CG10053	0	0	0	0	0	0	0	0	0	0	0	0
CG10055	0	0	0	0	0	0	0	0	0	0	0	0
CG10062	0	0	0	0	0	0	0	0	0	0	0	0
CG10063	0	0	0	0	0	0	0	0	0	0	0	0
CG10064	0	0	0	0	0	0	0	0	0	0	0	0
CG10068	0	0	0	0	0	0	0	0	0	0	0	0
CG10073	0	0	0	0	0	0	0	0	0	0	0	0
CG10075	0	0	0	0	0	0	0	0	0	0	0	0
CG10077	0	0	0	0	0	0	0	0	0	0	0	0
CG10081	0	0	0	0	0	0	0	0	0	0	0	0
CG10082	0	0	0	0	0	0	0	0	0	0	0	0
CG10086	0	0	0	0	0	0	0	0	0	0	0	0
CG10089	0	0	0	0	0	0	0	0	0	0	0	0
CG10096	0	0	0	0	0	0	0	0	0	0	0	0
CG10097	0	0	0	0	0	0	0	0	0	0	0	0
CG10098	0	0	0	0	0	0	0	0	0	0	0	0
CG10103	0	0	0	0	0	0	0	0	0	0	0	0
CG10104	0	0	0	0	0	0	0	0	0	0	0	0
CG10116	0	0	0	0	0	0	0	0	0	0	0	0
CG10126	0	0	0	0	0	0	0	0	0	0	0	0
CG10132	0	0	0	0	0	0	0	0	0	0	0	0
CG10137	0	0	0	0	0	0	0	0	0	0	0	0
CG10139	0	0	0	0	0	0	0	0	0	0	0	0
CG10140	0	0	0	0	0	0	0	0	0	0	0	0
CG10147	0	0	0	0	0	0	0	0	0	0	0	0
CG10151	0	0	0	0	0	0	0	0	0	0	0	0
CG10154	0	0	0	0	0	0	0	0	0	0	0	0
CG10163	0	0	0	0	0	0	0	0	0	0	0	0
CG10164	0	0	0	0	0	0	0	0	0	0	0	0
CG10165	0	0	0	0	0	0	0	0	0	0	0	0
CG10166	0	0	0	0	0	0	0	0	0	0	0	0
CG10171	0	0	0	0	0	0	0	0	0	0	0	0
CG10175	0	0	0	0	0	0	0	0	0	0	0	0
CG10177	0	0	0	0	0	0	0	0	0	0	0	0
CG10182	0	0	0	0	0	0	0	0	0	0	0	0
CG10183	0	0	0	0	0	0	0	0	0	0	0	0
CG10184	0	0	0	0	0	0	0	0	0	0	0	0
CG10185	0	0	0	0	0	0	0	0	0	0	0	0
CG10188	0	0	0	0	0	0	0	0	0	0	0	0
CG10189	0	0	0	0	0	0	0	0	0	0	0	0
CG10194	0	0	0	0	0	0	0	0	0	0	0	0
CG10195	0	0	0	0	0	0	0	0	0	0	0	0
CG10205	0	0	0	0	0	0	0	0	0	0	0	0
CG10208	0	0	0	0	0	0	0	0	0	0	0	0
CG10209	0	0	0	0	0	0	0	0	0	0	0	0
CG10211	0	0	0	0	0	0	0	0	0	0	0	0
CG10214	0	0	0	0	0	0	0	0	0	0	0	0
CG10217	0	0	0	0	0	0	0	0	0	0	0	0
CG10222	0	0	0	0	0	0	0	0	0	0	0	0
CG10226	0	0	0	0	0	0	0	0	0	0	0	0
CG10232	0	0	0	0	0	0	0	0	0	0	0	0
CG10237	0	0	0	0	0	0	0	0	0	0	0	0
CG1024	0	0	0	0	0	0	0	0	0	0	0	0
CG10252	0	0	0	0	0	0	0	0	0	0	0	0
CG10254	0	0	0	0	0	0	0	0	0	0	0	0
CG10257	0	0	0	0	0	0	0	0	0	0	0	0
CG10264	0	0	0	0	0	0	0	0	0	0	0	0
CG10265	0	0	0	0	0	0	0	0	0	0	0	0
CG10268	0	0	0	0	0	0	0	0	0	0	0	0
CG10274	0	0	0	0	0	0	0	0	0	0	0	0
CG10280	0	0	0	0	0	0	0	0	0	0	0	0
CG10283	0	0	0	0	0	0	0	0	0	0	0	0
CG10286	0	0	0	0	0	0	0	0	0	0	0	0
CG10298	0	0	0	0	0	0	0	0	0	0	0	0
CG10300	0	0	0	0	0	0	0	0	0	0	0	0
CG10301	0	0	0	0	0	0	0	0	0	0	0	0
CG10307	0	0	0	0	0	0	0	0	0	0	0	0
CG10311	0	0	0	0	0	0	0	0	0	0	0	0
CG10317	0	0	0	0	0	0	0	0	0	0	0	0
CG10321	0	0	0	0	0	0	0	0	0	0	0	0
CG10324	0	0	0	0	0	0	0	0	0	0	0	0
CG10332	0	0	0	0	0	0	0	0	0	0	0	0
CG10333	0	0	0	0	0	0	0	0	0	0	0	0
CG10336	0	0	0	0	0	0	0	0	0	0	0	0
CG10337	0	0	0	0	0	0	0	0	0	0	0	0
CG10338	0	0	0	0	0	0	0	0	0	0	0	0
CG10339	0	0	0	0	0	0	0	0	0	0	0	0
CG10340	0	0	0	0	0	0	0	0	0	0	0	0
CG10341	0	0	0	0	0	0	0	0	0	0	0	0
CG10343	0	0	0	0	0	0	0	0	0	0	0	0
CG10344	0	0	0	0	0	0	0	0	0	0	0	0
CG10345	0	0	0	0	0	0	0	0	0	0	0	0
CG10347	0	0	0	0	0	0	0	0	0	0	0	0
CG10348	0	0	0	0	0	0	0	0	0	0	0	0
CG10352	0	0	0	0	0	0	0	0	0	0	0	0
CG10353	0	0	0	0	0	0	0	0	0	0	0	0
CG10357	0	0	0	0	0	0	0	0	0	0	0	0
CG10359	0	0	0	0	0	0	0	0	0	0	0	0
CG10361	0	0	0	0	0	0	0	0	0	0	0	0
CG10362	0	0	0	0	0	0	0	0	0	0	0	0
CG10365	0	0	0	0	0	0	0	0	0	0	0	0
CG10366	0	0	0	0	0	0	0	0	0	0	0	0
CG10375	0	0	0	0	0	0	0	0	0	0	0	0
CG10376	0	0	0	0	0	0	0	0	0	0	0	0
CG10383	0	0	0	0	0	0	0	0	0	0	0	0
CG10384	0	0	0	0	0	0	0	0	0	0	0	0
CG10395	0	0	0	0	0	0	0	0	0	0	0	0
CG10405	0	0	0	0	0	0	0	0	0	0	0	0
CG10407	0	0	0	0	0	0	0	0	0	0	0	0
CG10413	0	0	0	0	0	0	0	0	0	0	0	0
CG10417	0	0	0	0	0	0	0	0	0	0	0	0
CG10418	0	0	0	0	0	0	0	0	0	0	0	0
CG10425	0	0	0	0	0	0	0	0	0	0	0	0
CG10428	0	0	0	0	0	0	0	0	0	0	0	0
CG10431	0	0	0	0	0	0	0	0	0	0	0	0
CG10433	0	0	0	0	0	0	0	0	0	0	0	0
CG10435	0	0	0	0	0	0	0	0	0	0	0	0
CG10444	0	0	0	0	0	0	0	0	0	0	0	0
CG10445	0	0	0	0	0	0	0	0	0	0	0	0
CG10459	0	0	0	0	0	0	0	0	0	0	0	0
CG10462	0	0	0	0	0	0	0	0	0	0	0	0
CG10463	0	0	0	0	0	0	0	0	0	0	0	0
CG10465	0	0	0	0	0	0	0	0	0	0	0	0
CG10466	0	0	0	0	0	0	0	0	0	0	0	0
CG10467	0	0	0	0	0	0	0	0	0	0	0	0
CG10469	0	0	0	0	0	0	0	0	0	0	0	0
CG10470	0	0	0	0	0	0	0	0	0	0	0	0
CG10472	0	0	0	0	0	0	0	0	0	0	0	0
CG10474	0	0	0	0	0	0	0	0	0	0	0	0
CG10477	0	0	0	0	0	0	0	0	0	0	0	0
CG10479	0	0	0	0	0	0	0	0	0	0	0	0
CG10481	0	0	0	0	0	0	0	0	0	0	0	0
CG10483	0	0	0	0	0	0	0	0	0	0	0	0
CG10486	0	0	0	0	0	0	0	0	0	0	0	0
CG10492	0	0	0	0	0	0	0	0	0	0	0	0
CG10494	0	0	0	0	0	0	0	0	0	0	0	0
CG10495	0	0	0	0	0	0	0	0	0	0	0	0
CG10505	0	0	0	0	0	0	0	0	0	0	0	0
CG10508	0	0	0	0	0	0	0	0	0	0	0	0
CG10510	0	0	0	0	0	0	0	0	0	0	0	0
CG10512	0	0	0	0	0	0	0	0	0	0	0	0
CG10513	0	0	0	0	0	0	0	0	0	0	0	0
CG10514	0	0	0	0	0	0	0	0	0	0	0	0
CG10516	0	0	0	0	0	0	0	0	0	0	0	0
CG10527	0	0	0	0	0	0	0	0	0	0	0	0
CG10543	0	0	0	0	0	0	0	0	0	0	0	0
CG10550	0	0	0	0	0	0	0	0	0	0	0	0
CG10553	0	0	0	0	0	0	0	0	0	0	0	0
CG10555	0	0	0	0	0	0	0	0	0	0	0	0
CG10559	0	0	0	0	0	0	0	0	0	0	0	0
CG10560	0	0	0	0	0	0	0	0	0	0	0	0
CG10561	0	0	0	0	0	0	0	0	0	0	0	0
CG10562	0	0	0	0	0	0	0	0	0	0	0	0
CG10565	0	0	0	0	0	0	0	0	0	0	0	0
CG10570	0	0	0	0	0	0	0	0	0	0	0	0
CG10576	0	0	0	0	0	0	0	0	0	0	0	0
CG10581	0	0	0	0	0	0	0	0	0	0	0	0
CG10584	0	0	0	0	0	0	0	0	0	0	0	0
CG10587	0	0	0	0	0	0	0	0	0	0	0	0
CG10588	0	0	0	0	0	0	0	0	0	0	0	0
CG10589	0	0	0	0	0	0	0	0	0	0	0	0
CG10591	0	0	0	0	0	0	0	0	0	0	0	0
CG10597	0	0	0	0	0	0	0	0	0	0	0	0
CG10598	0	0	0	0	0	0	0	0	0	0	0	0
CG10600	0	0	0	0	0	0	0	0	0	0	0	0
CG10602	0	0	0	0	0	0	0	0	0	0	0	0
CG10616	0	0	0	0	0	0	0	0	0	0	0	0
CG10621	0	0	0	0	0	0	0	0	0	0	0	0
CG10623	0	0	0	0	0	0	0	0	0	0	0	0
CG10628	0	0	0	0	0	0	0	0	0	0	0	0
CG10631	0	0	0	0	0	0	0	0	0	0	0	0
CG10638	0	0	0	0	0	0	0	0	0	0	0	0
CG10646	0	0	0	0	0	0	0	0	0	0	0	0
CG10650	0	0	0	0	0	0	0	0	0	0	0	0
CG10651	0	0	0	0	0	0	0	0	0	0	0	0
CG10654	0	0	0	0	0	0	0	0	0	0	0	0
CG10657	0	0	0	0	0	0	0	0	0	0	0	0
CG10660	0	0	0	0	0	0	0	0	0	0	0	0
CG10663	0	0	0	0	0	0	0	0	0	0	0	0
CG10669	0	0	0	0	0	0	0	0	0	0	0	0
CG10672	0	0	0	0	0	0	0	0	0	0	0	0
CG10674	0	0	0	0	0	0	0	0	0	0	0	0
CG10680	0	0	0	0	0	0	0	0	0	0	0	0
CG10681	0	0	0	0	0	0	0	0	0	0	0	0
CG10694	0	0	0	0	0	0	0	0	0	0	0	0
CG10700	0	0	0	0	0	0	0	0	0	0	0	0
CG10702	0	0	0	0	0	0	0	0	0	0	0	0
CG10710	0	0	0	0	0	0	0	0	0	0	0	0
CG10713	0	0	0	0	0	0	0	0	0	0	0	0
CG10725	0	0	0	0	0	0	0	0	0	0	0	0
CG10730	0	0	0	0	0	0	0	0	0	0	0	0
CG10731	0	0	0	0	0	0	0	0	0	0	0	0
CG10734	0	0	0	0	0	0	0	0	0	0	0	0
CG10737	0	0	0	0	0	0	0	0	0	0	0	0
CG10738	0	0	0	0	0	0	0	0	0	0	0	0
CG1074	0	0	0	0	0	0	0	0	0	0	0	0
CG10747	0	0	0	0	0	0	0	0	0	0	0	0
CG10748	0	0	0	0	0	0	0	0	0	0	0	0
CG10749	0	0	0	0	0	0	0	0	0	0	0	0
CG10750	0	0	0	0	0	0	0	0	0	0	0	0
CG10752	0	0	0	0	0	0	0	0	0	0	0	0
CG10761	0	0	0	0	0	0	0	0	0	0	0	0
CG10764	0	0	0	0	0	0	0	0	0	0	0	0
CG1077	0	0	0	0	0	0	0	0	0	0	0	0
CG10778	0	0	0	0	0	0	0	0	0	0	0	0
CG10793	0	0	0	0	0	0	0	0	0	0	0	0
CG10795	0	0	0	0	0	0	0	0	0	0	0	0
CG10799	0	0	0	0	0	0	0	0	0	0	0	0
CG10801	0	0	0	0	0	0	0	0	0	0	0	0
CG10802	0	0	0	0	0	0	0	0	0	0	0	0
CG10803	0	0	0	0	0	0	0	0	0	0	0	0
CG10804	0	0	0	0	0	0	0	0	0	0	0	0
CG10809	0	0	0	0	0	0	0	0	0	0	0	0
CG10814	0	0	0	0	0	0	0	0	0	0	0	0
CG10822	0	0	0	0	0	0	0	0	0	0	0	0
CG10834	0	0	0	0	0	0	0	0	0	0	0	0
CG10839	0	0	0	0	0	0	0	0	0	0	0	0
CG10841	0	0	0	0	0	0	0	0	0	0	0	0
CG10845	0	0	0	0	0	0	0	0	0	0	0	0
CG10853	0	0	0	0	0	0	0	0	0	0	0	0
CG10859	0	0	0	0	0	0	0	0	0	0	0	0
CG10862	0	0	0	0	0	0	0	0	0	0	0	0
CG10863	0	0	0	0	0	0	0	0	0	0	0	0
CG10864	0	0	0	0	0	0	0	0	0	0	0	0
CG10866	0	0	0	0	0	0	0	0	0	0	0	0
CG10869	0	0	0	0	0	0	0	0	0	0	0	0
CG10874	0	0	0	0	0	0	0	0	0	0	0	0
CG10877	0	0	0	0	0	0	0	0	0	0	0	0
CG10880	0	0	0	0	0	0	0	0	0	0	0	0
CG10887	0	0	0	0	0	0	0	0	0	0	0	0
CG10889	0	0	0	0	0	0	0	0	0	0	0	0
CG10898	0	0	0	0	0	0	0	0	0	0	0	0
CG1090	0	0	0	0	0	0	0	0	0	0	0	0
CG10903	0	0	0	0	0	0	0	0	0	0	0	0
CG10904	0	0	0	0	0	0	0	0	0	0	0	0
CG10907	0	0	0	0	0	0	0	0	0	0	0	0
CG10909	0	0	0	0	0	0	0	0	0	0	0	0
CG10910	0	0	0	0	0	0	0	0	0	0	0	0
CG10911	0	0	0	0	0	0	0	0	0	0	0	0
CG10912	0	0	0	0	0	0	0	0	0	0	0	0
CG10914	0	0	0	0	0	0	0	0	0	0	0	0
CG10915	0	0	0	0	0	0	0	0	0	0	0	0
CG10916	0	0	0	0	0	0	0	0	0	0	0	0
CG10918	0	0	0	0	0	0	0	0	0	0	0	0
CG10919	0	0	0	0	0	0	0	0	0	0	0	0
CG1092	0	0	0	0	0	0	0	0	0	0	0	0
CG10920	0	0	0	0	0	0	0	0	0	0	0	0
CG10927	0	0	0	0	0	0	0	0	0	0	0	0
CG10931	0	0	0	0	0	0	0	0	0	0	0	0
CG10932	0	0	0	0	0	0	0	0	0	0	0	0
CG10934	0	0	0	0	0	0	0	0	0	0	0	0
CG10936	0	0	0	0	0	0	0	0	0	0	0	0
CG10939	0	0	0	0	0	0	0	0	0	0	0	0
CG10943	0	0	0	0	0	0	0	0	0	0	0	0
CG10947	0	0	0	0	0	0	0	0	0	0	0	0
CG10948	0	0	0	0	0	0	0	0	0	0	0	0
CG10949	0	0	0	0	0	0	0	0	0	0	0	0
CG10950	0	0	0	0	0	0	0	0	0	0	0	0
CG10953	0	0	0	0	0	0	0	0	0	0	0	0
CG10958	0	0	0	0	0	0	0	0	0	0	0	0
CG10959	0	0	0	0	0	0	0	0	0	0	0	0
CG10960	0	0	0	0	0	0	0	0	0	0	0	0
CG10962	0	0	0	0	0	0	0	0	0	0	0	0
CG10969	0	0	0	0	0	0	0	0	0	0	0	0
CG10970	0	0	0	0	0	0	0	0	0	0	0	0
CG10973	0	0	0	0	0	0	0	0	0	0	0	0
CG10979	0	0	0	0	0	0	0	0	0	0	0	0
CG10984	0	0	0	0	0	0	0	0	0	0	0	0
CG10993	0	0	0	0	0	0	0	0	0	0	0	0
CG10996	0	0	0	0	0	0	0	0	0	0	0	0
CG11000	0	0	0	0	0	0	0	0	0	0	0	0
CG11007	0	0	0	0	0	0	0	0	0	0	0	0
CG11018	0	0	0	0	0	0	0	0	0	0	0	0
CG11023	0	0	0	0	0	0	0	0	0	0	0	0
CG11029	0	0	0	0	0	0	0	0	0	0	0	0
CG1103	0	0	0	0	0	0	0	0	0	0	0	0
CG11030	0	0	0	0	0	0	0	0	0	0	0	0
CG11034	0	0	0	0	0	0	0	0	0	0	0	0
CG11035	0	0	0	0	0	0	0	0	0	0	0	0
CG11037	0	0	0	0	0	0	0	0	0	0	0	0
CG11041	0	0	0	0	0	0	0	0	0	0	0	0
CG11044	0	0	0	0	0	0	0	0	0	0	0	0
